Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
stress-activated MAPK cascade (GO:0051403)	2/63	0.04788244957376763810685815769829787313938140869140625	0.1312273171077626698899365464967559091746807098388671875	0.0801657814128323431557276990133686922490596771240234375	0.2056403357051086178142185190154123120009899139404296875	-1.0601822777342107	3.221900556418711	UBB;IKBKG
release of cytochrome c from mitochondria (GO:0001836)	1/19	0.10038776440618712992858263532980345189571380615234375	0.174987846212619757579886936582624912261962890625	0.135036835455275505690764248356572352349758148193359375	0.2420471578915315558067078427484375424683094024658203125	-1.3998419503479003	3.217837615563735	BCL2
actin filament polymerization (GO:0030041)	1/19	0.10038776440618712992858263532980345189571380615234375	0.174987846212619757579886936582624912261962890625	0.135036835455275505690764248356572352349758148193359375	0.2420471578915315558067078427484375424683094024658203125	-1.3988280846925216	3.2155070274268422	RAC1
endoplasmic reticulum calcium ion homeostasis (GO:0032469)	1/19	0.10038776440618712992858263532980345189571380615234375	0.174987846212619757579886936582624912261962890625	0.135036835455275505690764248356572352349758148193359375	0.2420471578915315558067078427484375424683094024658203125	-1.3929789269025001	3.2020614809839594	BCL2
regulation of interleukin-4 production (GO:0032673)	1/16	0.08522837842910126193718411968802683986723423004150390625	0.16315760102296461564463925242307595908641815185546875	0.115997441676435053548033238257630728185176849365234375	0.228617249987488391216317040743888355791568756103515625	-1.2966159358273623	3.192814076511121	LEF1
negative regulation of anoikis (GO:2000811)	1/16	0.08522837842910126193718411968802683986723423004150390625	0.16315760102296461564463925242307595908641815185546875	0.115997441676435053548033238257630728185176849365234375	0.228617249987488391216317040743888355791568756103515625	-1.2960058366106035	3.1913117554972326	BCL2
negative regulation of immune effector process (GO:0002698)	1/17	0.09030942576176857750080984033047570846974849700927734375	0.1667926210909942141835671236549387685954570770263671875	0.1223895819268311091487788644371903501451015472412109375	0.23254020566097910460712228086777031421661376953125	-1.3268554377080937	3.190441734581825	C1QBP
osteoclast differentiation (GO:0030316)	1/20	0.10538536002592469031924338196404278278350830078125	0.177196623052439772294519571005366742610931396484375	0.1412925960525787394406194152907119132578372955322265625	0.243497444444353394743529861443676054477691650390625	-1.4123687188588476	3.178015416948336	TNFSF11
dorsal/ventral pattern formation (GO:0009953)	1/21	0.1103554413654822818902090375559055246412754058837890625	0.18134083337895468002187726597185246646404266357421875	0.1475035402782969018442571496052551083266735076904296875	0.2478557246903067279308885417776764370501041412353515625	-1.4416954161142554	3.177567105817407	MDFI
granulocyte chemotaxis (GO:0071621)	2/57	0.039972191772546177002123357624441268853843212127685546875	0.12450354814399629266308267006024834699928760528564453125	0.06777988914680632692721928833634592592716217041015625	0.1987158229466985392974720525671727955341339111328125	-0.9856863269818201	3.1734873818713343	FCER1G;SAA1
regulation of protein localization to plasma membrane (GO:1903076)	2/68	0.05487037915125321518861056802052189595997333526611328125	0.1362793730554001381261031156100216321647167205810546875	0.09097839325511970776094727852978394366800785064697265625	0.2111254316760029781097074419449199922382831573486328125	-1.0891471215170987	3.1615562435756583	RHOG;ARF6
cell junction assembly (GO:0034329)	2/60	0.043860110198105768664067483086910215206444263458251953125	0.125339856472635791106995384325273334980010986328125	0.0738880840473163658099764461439917795360088348388671875	0.2034537021049747929080098174381419084966182708740234375	-1.008068686765916	3.151978790033773	CDC42;VASP
positive regulation of transforming growth factor beta receptor signaling pathway (GO:0030511)	1/20	0.10538536002592469031924338196404278278350830078125	0.177196623052439772294519571005366742610931396484375	0.1412925960525787394406194152907119132578372955322265625	0.243497444444353394743529861443676054477691650390625	-1.400232685225458	3.1507077447572684	SDCBP
regulation of ERBB signaling pathway (GO:1901184)	1/23	0.1202136607815929292275569650882971473038196563720703125	0.1889604595532794750756266921598580665886402130126953125	0.15979224943180525553287907314370386302471160888671875	0.255130482286075654929646816526656039059162139892578125	-1.4814862690532429	3.1385058652260356	RBPJ
plasma membrane bounded cell projection organization (GO:0120036)	3/119	0.028639230526376159569057477938258671201765537261962890625	0.1031555222750989708746516271276050247251987457275390625	0.058372977834766172355873692367822513915598392486572265625	0.1932031836810705893725526038906536996364593505859375	-0.8805075929450168	3.1284239342921403	PRMT1;RAC1;PPP1R9B
negative regulation of phosphate metabolic process (GO:0045936)	1/20	0.10538536002592469031924338196404278278350830078125	0.177196623052439772294519571005366742610931396484375	0.1412925960525787394406194152907119132578372955322265625	0.243497444444353394743529861443676054477691650390625	-1.3899501835751829	3.127570763363505	DYNLL1
folic acid-containing compound metabolic process (GO:0006760)	1/24	0.12510209666697591490702734517981298267841339111328125	0.1911107406369883243701934816272114403545856475830078125	0.1658706436615814683310787813752540387213230133056640625	0.258058729135725528625044944419641979038715362548828125	-1.4990920542615134	3.116050373779759	DHFR
regulation of protein complex assembly (GO:0043254)	2/74	0.063694832013984126195538237880100496113300323486328125	0.142561027654894922900297160595073364675045013427734375	0.10447693369586837086604447222271119244396686553955078125	0.221794607845977542748272526296204887330532073974609375	-1.1308603640783748	3.113995733380498	CDC42;RNF4
proteoglycan metabolic process (GO:0006029)	1/21	0.1103554413654822818902090375559055246412754058837890625	0.18134083337895468002187726597185246646404266357421875	0.1475035402782969018442571496052551083266735076904296875	0.2478557246903067279308885417776764370501041412353515625	-1.41180506680385	3.1116873161693768	IGF1
regulation of peptide secretion (GO:0002791)	1/16	0.08522837842910126193718411968802683986723423004150390625	0.16315760102296461564463925242307595908641815185546875	0.115997441676435053548033238257630728185176849365234375	0.228617249987488391216317040743888355791568756103515625	-1.261961527942461	3.1074803410149046	SAA1
regulation of epithelial cell proliferation (GO:0050678)	2/73	0.0621923996265996426036082311838981695473194122314453125	0.142561027654894922900297160595073364675045013427734375	0.10219032318414163207354050655339960940182209014892578125	0.2200466826012039966986577610441599972546100616455078125	-1.115099502164721	3.097213933808929	IGF1;NME1
negative regulation of intrinsic apoptotic signaling pathway (GO:2001243)	2/63	0.04788244957376763810685815769829787313938140869140625	0.1312273171077626698899365464967559091746807098388671875	0.0801657814128323431557276990133686922490596771240234375	0.2056403357051086178142185190154123120009899139404296875	-1.0189725923975166	3.0966640655768773	BCL2;HSPA1A
interleukin-15-mediated signaling pathway (GO:0035723)	1/14	0.07498176071637718820284135290421545505523681640625	0.154225001744104639467281003817333839833736419677734375	0.10307449869214292681451894395650015212595462799072265625	0.2200466826012039966986577610441599972546100616455078125	-1.1950140537034848	3.0956963169011504	GRB2
stress-activated protein kinase signaling cascade (GO:0031098)	2/71	0.059225010476602946152269169033388607203960418701171875	0.1386870425009851803821447902009822428226470947265625	0.0976603430742979117251678644606727175414562225341796875	0.2163902645378029399036989843807532452046871185302734375	-1.0949123392781301	3.0946726652269643	UBB;IKBKG
ATP biosynthetic process (GO:0006754)	1/33	0.167904139263487406363850595880649052560329437255859375	0.2268571481604451933744570624185143969953060150146484375	0.21865274082625862916984260664321482181549072265625	0.298341262168683230004972983806510455906391143798828125	-1.7287826807345583	3.084774229040304	ATP5J2
negative regulation of cell differentiation (GO:0045596)	3/151	0.051886889408269971923903796096055884845554828643798828125	0.13492139251222690088383160400553606450557708740234375	0.1004356753766932619509333335372502915561199188232421875	0.2200466826012039966986577610441599972546100616455078125	-1.039773403625453	3.0763662703798116	CCDC85B;WNT1;FOXA2
endosomal transport (GO:0016197)	4/230	0.0393625982539282659455892598998616449534893035888671875	0.12336319452777518013153468245945987291634082794189453125	0.089412198891172967041285346567747183144092559814453125	0.2094119239130536325177445178269408643245697021484375	-0.9505549335576646	3.0749874129235373	TGOLN2;UBB;VTA1;ARF6
positive regulation of mRNA processing (GO:0050685)	1/17	0.09030942576176857750080984033047570846974849700927734375	0.1667926210909942141835671236549387685954570770263671875	0.1223895819268311091487788644371903501451015472412109375	0.23254020566097910460712228086777031421661376953125	-1.2774092687836882	3.0715477567841383	HSPA1A
neutrophil migration (GO:1990266)	2/59	0.042548929523985694334253793158495682291686534881591796875	0.1251471807696366289608391753063187934458255767822265625	0.07183268368406907355971924289406160824000835418701171875	0.2029473591074070493167624817942851223051548004150390625	-0.9677919508403289	3.0554165315939823	FCER1G;SAA1
modification-dependent protein catabolic process (GO:0019941)	3/142	0.0446405354997871650635232754211756400763988494873046875	0.1273050918568039424627613698248751461505889892578125	0.08760195211003472814947912183924927376210689544677734375	0.2094119239130536325177445178269408643245697021484375	-0.9780018190741525	3.0407181354946933	RNF11;NEDD8;UBE2G2
muscle organ development (GO:0007517)	2/61	0.045186225354574484358582964205197640694677829742431640625	0.1286199673014105371304793834497104398906230926513671875	0.07596231511221653021070920885904342867434024810791015625	0.2034537021049747929080098174381419084966182708740234375	-0.9799250942863587	3.0347917474115724	IGF1;MAPK12
negative regulation of response to biotic stimulus (GO:0002832)	1/20	0.10538536002592469031924338196404278278350830078125	0.177196623052439772294519571005366742610931396484375	0.1412925960525787394406194152907119132578372955322265625	0.243497444444353394743529861443676054477691650390625	-1.347464497284717	3.0319723801454	C1QBP
positive regulation of intracellular protein transport (GO:0090316)	3/153	0.0535701077301185824008911140481359325349330902099609375	0.13492139251222690088383160400553606450557708740234375	0.1033855488364555930136390315965400077402591705322265625	0.22040117003003156792573236089083366096019744873046875	-1.0353301757381839	3.0301671465914555	YWHAE;SNIP1;FYN
ventricular septum morphogenesis (GO:0060412)	1/22	0.1152981585144457199465506391788949258625507354736328125	0.1856495772690227585854927383479662239551544189453125	0.153669986155625715174011247654561884701251983642578125	0.251700839392835218344401937429211102426052093505859375	-1.3982277558852994	3.0204988906443986	ACVR1
positive regulation of lipid catabolic process (GO:0050996)	1/19	0.10038776440618712992858263532980345189571380615234375	0.174987846212619757579886936582624912261962890625	0.135036835455275505690764248356572352349758148193359375	0.2420471578915315558067078427484375424683094024658203125	-1.3129770982255167	3.0181600815676153	IRS2
regulation of nuclear division (GO:0051783)	1/22	0.1152981585144457199465506391788949258625507354736328125	0.1856495772690227585854927383479662239551544189453125	0.153669986155625715174011247654561884701251983642578125	0.251700839392835218344401937429211102426052093505859375	-1.3957661463633086	3.015181238495758	PIN1
regulation of cell migration (GO:0030334)	5/317	0.031893899504423624258198088909921352751553058624267578125	0.113004026216139641380920011215494014322757720947265625	0.083807593730157170508476838222122751176357269287109375	0.206462791685314284162444664616486988961696624755859375	-0.872290342751622	3.0053372679590455	ACVR1;SDCBP;LEF1;IGF1;RAC1
positive regulation of protein export from nucleus (GO:0046827)	1/16	0.08522837842910126193718411968802683986723423004150390625	0.16315760102296461564463925242307595908641815185546875	0.115997441676435053548033238257630728185176849365234375	0.228617249987488391216317040743888355791568756103515625	-1.2185019090500342	3.0004644706052845	YWHAE
interleukin-7-mediated signaling pathway (GO:0038111)	1/20	0.10538536002592469031924338196404278278350830078125	0.177196623052439772294519571005366742610931396484375	0.1412925960525787394406194152907119132578372955322265625	0.243497444444353394743529861443676054477691650390625	-1.333129357917271	2.9997164307565924	IRS2
regulation of membrane repolarization (GO:0060306)	1/17	0.09030942576176857750080984033047570846974849700927734375	0.1667926210909942141835671236549387685954570770263671875	0.1223895819268311091487788644371903501451015472412109375	0.23254020566097910460712228086777031421661376953125	-1.2442057485350186	2.991709446048969	YWHAE
glucan catabolic process (GO:0009251)	1/19	0.10038776440618712992858263532980345189571380615234375	0.174987846212619757579886936582624912261962890625	0.135036835455275505690764248356572352349758148193359375	0.2420471578915315558067078427484375424683094024658203125	-1.2988781304227854	2.9857505735335295	CALM1
cytoplasmic sequestering of protein (GO:0051220)	1/16	0.08522837842910126193718411968802683986723423004150390625	0.16315760102296461564463925242307595908641815185546875	0.115997441676435053548033238257630728185176849365234375	0.228617249987488391216317040743888355791568756103515625	-1.2124291470377053	2.985510774988476	MDFI
carbohydrate homeostasis (GO:0033500)	2/64	0.049252158233620939309371777881096932105720043182373046875	0.131569913031816920767624878862989135086536407470703125	0.08229428342133522644719079153219354338943958282470703125	0.2056403357051086178142185190154123120009899139404296875	-0.9912869140164914	2.9845687128294385	IGF2;IGF1
negative regulation of myeloid cell differentiation (GO:0045638)	1/23	0.1202136607815929292275569650882971473038196563720703125	0.1889604595532794750756266921598580665886402130126953125	0.15979224943180525553287907314370386302471160888671875	0.255130482286075654929646816526656039059162139892578125	-1.4086578749176484	2.9842200328668684	PRMT1
regulation of proteolysis involved in cellular protein catabolic process (GO:1903050)	1/24	0.12510209666697591490702734517981298267841339111328125	0.1911107406369883243701934816272114403545856475830078125	0.1658706436615814683310787813752540387213230133056640625	0.258058729135725528625044944419641979038715362548828125	-1.4345869835726874	2.981968514657623	UBB
skeletal system development (GO:0001501)	3/147	0.0485995669331738822105393182937405072152614593505859375	0.1312273171077626698899365464967559091746807098388671875	0.0946413049669099226690605064504779875278472900390625	0.215169227163040710504304797723307274281978607177734375	-0.9847021307725885	2.977877750629436	IGF2;IGF1;WNT1
regulation of G2/M transition of mitotic cell cycle (GO:0010389)	3/150	0.05105513596806708631614668547626934014260768890380859375	0.13492139251222690088383160400553606450557708740234375	0.09897380006613311353991235819194116629660129547119140625	0.2189813334796540666982167522292002104222774505615234375	-0.9994759959574602	2.973290299838157	YWHAE;UBB;DYNLL1
positive regulation of cytosolic calcium ion concentration (GO:0007204)	3/134	0.038658838118863246557932455971240415237843990325927734375	0.1215593282054414359105720677689532749354839324951171875	0.0768305427685891662026307358246413059532642364501953125	0.2034537021049747929080098174381419084966182708740234375	-0.9138805762551689	2.9728351085329408	GNA15;SAA1;CXCL13
negative regulation of multicellular organismal process (GO:0051241)	3/126	0.033118887196571474007544821915871580131351947784423828125	0.11546034068529505145495051010584575124084949493408203125	0.06669469517420427429055251877798582427203655242919921875	0.1987158229466985392974720525671727955341339111328125	-0.8687629747521671	2.960441496773046	RBPJ;FOXA2;PFN2
positive regulation of ATP metabolic process (GO:1903580)	1/24	0.12510209666697591490702734517981298267841339111328125	0.1911107406369883243701934816272114403545856475830078125	0.1658706436615814683310787813752540387213230133056640625	0.258058729135725528625044944419641979038715362548828125	-1.4219259080209015	2.9556508852008836	IGF1
positive regulation of carbohydrate metabolic process (GO:0045913)	1/19	0.10038776440618712992858263532980345189571380615234375	0.174987846212619757579886936582624912261962890625	0.135036835455275505690764248356572352349758148193359375	0.2420471578915315558067078427484375424683094024658203125	-1.2799841345765732	2.9423186628616596	IGF1
protein sumoylation (GO:0016925)	2/69	0.056308814260562105313834280195806059055030345916748046875	0.1386870425009851803821447902009822428226470947265625	0.093190196804758207438368344810442067682743072509765625	0.214619847186715839715276388233178295195102691650390625	-1.021217696263488	2.9379454767255924	PCNA;SUMO2
negative regulation of calcium-mediated signaling (GO:0050849)	1/19	0.10038776440618712992858263532980345189571380615234375	0.174987846212619757579886936582624912261962890625	0.135036835455275505690764248356572352349758148193359375	0.2420471578915315558067078427484375424683094024658203125	-1.274573869807653	2.929882006366786	CALM1
histone acetylation (GO:0016573)	2/72	0.06070239824710642329019805174539214931428432464599609375	0.141298078615010369585291982730268500745296478271484375	0.0999180183144372791037568504179944284260272979736328125	0.2200466826012039966986577610441599972546100616455078125	-1.044436651780164	2.926273441784808	TAF10;LEF1
glucan biosynthetic process (GO:0009250)	1/19	0.10038776440618712992858263532980345189571380615234375	0.174987846212619757579886936582624912261962890625	0.135036835455275505690764248356572352349758148193359375	0.2420471578915315558067078427484375424683094024658203125	-1.2723419867480044	2.924751543416242	UBB
regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902235)	1/21	0.1103554413654822818902090375559055246412754058837890625	0.18134083337895468002187726597185246646404266357421875	0.1475035402782969018442571496052551083266735076904296875	0.2478557246903067279308885417776764370501041412353515625	-1.3248246269994557	2.919978178939193	HSPA1A
mesoderm formation (GO:0001707)	1/21	0.1103554413654822818902090375559055246412754058837890625	0.18134083337895468002187726597185246646404266357421875	0.1475035402782969018442571496052551083266735076904296875	0.2478557246903067279308885417776764370501041412353515625	-1.323652218833093	2.917394134083126	LEF1
regulation of proteolysis (GO:0030162)	2/64	0.049252158233620939309371777881096932105720043182373046875	0.131569913031816920767624878862989135086536407470703125	0.08229428342133522644719079153219354338943958282470703125	0.2056403357051086178142185190154123120009899139404296875	-0.964943143524158	2.905252833564165	BTBD2;NEDD8
regulation of regulatory T cell differentiation (GO:0045589)	1/21	0.1103554413654822818902090375559055246412754058837890625	0.18134083337895468002187726597185246646404266357421875	0.1475035402782969018442571496052551083266735076904296875	0.2478557246903067279308885417776764370501041412353515625	-1.3133864840729104	2.8947679533195623	IL2
nucleotide-excision repair, DNA duplex unwinding (GO:0000717)	1/23	0.1202136607815929292275569650882971473038196563720703125	0.1889604595532794750756266921598580665886402130126953125	0.15979224943180525553287907314370386302471160888671875	0.255130482286075654929646816526656039059162139892578125	-1.3663662368669105	2.894625848401641	UBB
response to organic cyclic compound (GO:0014070)	2/70	0.057760420535479715942184242294388241134583950042724609375	0.1386870425009851803821447902009822428226470947265625	0.095417625315657617068865192777593620121479034423828125	0.215169227163040710504304797723307274281978607177734375	-1.0129900865910053	2.888492105628078	DHFR;BCL2
negative regulation of protein localization to plasma membrane (GO:1903077)	1/20	0.10538536002592469031924338196404278278350830078125	0.177196623052439772294519571005366742610931396484375	0.1412925960525787394406194152907119132578372955322265625	0.243497444444353394743529861443676054477691650390625	-1.2830637420016913	2.8870622087293007	CSK
regulation of osteoblast differentiation (GO:0045667)	2/70	0.057760420535479715942184242294388241134583950042724609375	0.1386870425009851803821447902009822428226470947265625	0.095417625315657617068865192777593620121479034423828125	0.215169227163040710504304797723307274281978607177734375	-1.0122840405538382	2.8864788495937272	ACVR1;IGF1
regulation of spindle organization (GO:0090224)	1/19	0.10038776440618712992858263532980345189571380615234375	0.174987846212619757579886936582624912261962890625	0.135036835455275505690764248356572352349758148193359375	0.2420471578915315558067078427484375424683094024658203125	-1.2526263456600115	2.879430904545454	RNF4
positive regulation of transcription of Notch receptor target (GO:0007221)	1/18	0.09536250356575427800098765374059439636766910552978515625	0.17194662564643714564027732194517739117145538330078125	0.1287359382566626297972334214136935770511627197265625	0.238341810170678680691480622044764459133148193359375	-1.2220344332890156	2.8718662433302815	RBPJ
transcription-coupled nucleotide-excision repair (GO:0006283)	2/74	0.063694832013984126195538237880100496113300323486328125	0.142561027654894922900297160595073364675045013427734375	0.10447693369586837086604447222271119244396686553955078125	0.221794607845977542748272526296204887330532073974609375	-1.039195081773822	2.861581459202512	PCNA;UBB
primary alcohol metabolic process (GO:0034308)	1/20	0.10538536002592469031924338196404278278350830078125	0.177196623052439772294519571005366742610931396484375	0.1412925960525787394406194152907119132578372955322265625	0.243497444444353394743529861443676054477691650390625	-1.2683821724558562	2.854026745865636	IGF1
regulation of DNA replication (GO:0006275)	2/62	0.04652707217181838161845774948233156464993953704833984375	0.1312273171077626698899365464967559091746807098388671875	0.07805500381612817673016024855314753949642181396484375	0.2052657539801294728221137120272032916545867919921875	-0.9235132875102523	2.833081049130336	PCNA;IGF1
negative regulation of cell proliferation (GO:0008285)	5/364	0.052317543098468248519150591846482711844146251678466796875	0.13492139251222690088383160400553606450557708740234375	0.128688972197453066481642736107460223138332366943359375	0.238341810170678680691480622044764459133148193359375	-0.9594803698437939	2.8308734617395865	CSNK2B;VHL;HSPA1B;HSPA1A;NME1
negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	7/513	0.024282481061365011887343001717454171739518642425537109375	0.0911342499093205360427560890457243658602237701416015625	0.08232325359657670371671400744162383489310741424560546875	0.2056403357051086178142185190154123120009899139404296875	-0.7612202881694012	2.8302171323649388	DHFR;RING1;YWHAQ;CCDC85B;LEF1;RBPJ;MDFI
negative regulation of calcium ion transport (GO:0051926)	1/20	0.10538536002592469031924338196404278278350830078125	0.177196623052439772294519571005366742610931396484375	0.1412925960525787394406194152907119132578372955322265625	0.243497444444353394743529861443676054477691650390625	-1.253440974329765	2.820407084541812	YWHAE
histone methylation (GO:0016571)	1/20	0.10538536002592469031924338196404278278350830078125	0.177196623052439772294519571005366742610931396484375	0.1412925960525787394406194152907119132578372955322265625	0.243497444444353394743529861443676054477691650390625	-1.2513642951813377	2.815734283267164	PRMT1
positive regulation of exosomal secretion (GO:1903543)	1/16	0.08522837842910126193718411968802683986723423004150390625	0.16315760102296461564463925242307595908641815185546875	0.115997441676435053548033238257630728185176849365234375	0.228617249987488391216317040743888355791568756103515625	-1.1434418010425174	2.8156348978622012	SDCBP
inflammatory response (GO:0006954)	4/253	0.052540665327410161766774621128206490539014339447021484375	0.13492139251222690088383160400553606450557708740234375	0.1154892214927187854556223101099021732807159423828125	0.228617249987488391216317040743888355791568756103515625	-0.9555683248807604	2.815264659611878	TNFRSF14;IKBKG;RAC1;CXCL13
regulation of cardiac muscle contraction by calcium ion signaling (GO:0010882)	1/22	0.1152981585144457199465506391788949258625507354736328125	0.1856495772690227585854927383479662239551544189453125	0.153669986155625715174011247654561884701251983642578125	0.251700839392835218344401937429211102426052093505859375	-1.3020941517539284	2.8128278274644214	CALM1
nucleotide-excision repair, DNA damage recognition (GO:0000715)	1/24	0.12510209666697591490702734517981298267841339111328125	0.1911107406369883243701934816272114403545856475830078125	0.1658706436615814683310787813752540387213230133056640625	0.258058729135725528625044944419641979038715362548828125	-1.3526149313476734	2.811579349263054	UBB
mitochondrial electron transport, cytochrome c to oxygen (GO:0006123)	1/22	0.1152981585144457199465506391788949258625507354736328125	0.1856495772690227585854927383479662239551544189453125	0.153669986155625715174011247654561884701251983642578125	0.251700839392835218344401937429211102426052093505859375	-1.2983582779031757	2.804757466413234	CYCS
regulation of ruffle assembly (GO:1900027)	1/22	0.1152981585144457199465506391788949258625507354736328125	0.1856495772690227585854927383479662239551544189453125	0.153669986155625715174011247654561884701251983642578125	0.251700839392835218344401937429211102426052093505859375	-1.2965931385003386	2.8009443525727593	PFN2
limb morphogenesis (GO:0035108)	1/22	0.1152981585144457199465506391788949258625507354736328125	0.1856495772690227585854927383479662239551544189453125	0.153669986155625715174011247654561884701251983642578125	0.251700839392835218344401937429211102426052093505859375	-1.2960582863112438	2.799788946783524	LEF1
regulation of transmembrane transport (GO:0034762)	1/25	0.12996361384791754733925017717410810291767120361328125	0.1953953442619531799540055772013147361576557159423828125	0.171905480177973524202883481848402880132198333740234375	0.26287357129830957180871564560220576822757720947265625	-1.3680217924400895	2.791449508787022	BCL2
DNA synthesis involved in DNA repair (GO:0000731)	2/66	0.05203378065044272915429246495477855205535888671875	0.13492139251222690088383160400553606450557708740234375	0.08660302388484254765277370324838557280600070953369140625	0.2094119239130536325177445178269408643245697021484375	-0.9434251271042559	2.7886346183628605	PCNA;UBB
cortical actin cytoskeleton organization (GO:0030866)	1/22	0.1152981585144457199465506391788949258625507354736328125	0.1856495772690227585854927383479662239551544189453125	0.153669986155625715174011247654561884701251983642578125	0.251700839392835218344401937429211102426052093505859375	-1.2903240463941266	2.7874016477648635	ARF6
branched-chain amino acid catabolic process (GO:0009083)	1/22	0.1152981585144457199465506391788949258625507354736328125	0.1856495772690227585854927383479662239551544189453125	0.153669986155625715174011247654561884701251983642578125	0.251700839392835218344401937429211102426052093505859375	-1.2898146959681585	2.7863013317468828	HMGCL
negative regulation of canonical Wnt signaling pathway (GO:0090090)	3/149	0.050229983082747502176612641733299824409186840057373046875	0.133712039029380391763623947554151527583599090576171875	0.09752073093688883032026382124968222342431545257568359375	0.2163902645378029399036989843807532452046871185302734375	-0.9256417315674427	2.7687269321520667	UBB;LEF1;DVL2
regulation of small GTPase mediated signal transduction (GO:0051056)	3/141	0.043868949765422528275227165295291342772543430328369140625	0.125339856472635791106995384325273334980010986328125	0.0862219493572401185499387565869255922734737396240234375	0.2094119239130536325177445178269408643245697021484375	-0.877707586401	2.744195341026451	CDC42;RHOG;RAC1
positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus (GO:1901522)	1/22	0.1152981585144457199465506391788949258625507354736328125	0.1856495772690227585854927383479662239551544189453125	0.153669986155625715174011247654561884701251983642578125	0.251700839392835218344401937429211102426052093505859375	-1.266860015512078	2.736713854627472	RBPJ
regulation of smooth muscle cell migration (GO:0014910)	1/19	0.10038776440618712992858263532980345189571380615234375	0.174987846212619757579886936582624912261962890625	0.135036835455275505690764248356572352349758148193359375	0.2420471578915315558067078427484375424683094024658203125	-1.189441088556884	2.734186009573576	IGF1
protein deubiquitination (GO:0016579)	4/258	0.0556880845092579679356248334443080238997936248779296875	0.138084646744000172358113331938511691987514495849609375	0.121560319536180905242161998103256337344646453857421875	0.23254020566097910460712228086777031421661376953125	-0.9448219366031922	2.728635433156774	UBB;TAF10;NEDD8;IKBKG
negative regulation of actin filament polymerization (GO:0030837)	1/23	0.1202136607815929292275569650882971473038196563720703125	0.1889604595532794750756266921598580665886402130126953125	0.15979224943180525553287907314370386302471160888671875	0.255130482286075654929646816526656039059162139892578125	-1.2811084108785984	2.714008455915284	PFN2
cellular response to organic substance (GO:0071310)	3/134	0.038658838118863246557932455971240415237843990325927734375	0.1215593282054414359105720677689532749354839324951171875	0.0768305427685891662026307358246413059532642364501953125	0.2034537021049747929080098174381419084966182708740234375	-0.834238406344037	2.713760733846317	CDK9;LEF1;MAPK12
negative regulation of sprouting angiogenesis (GO:1903671)	1/23	0.1202136607815929292275569650882971473038196563720703125	0.1889604595532794750756266921598580665886402130126953125	0.15979224943180525553287907314370386302471160888671875	0.255130482286075654929646816526656039059162139892578125	-1.2782725384297198	2.708000703768161	E2F2
positive regulation of heart contraction (GO:0045823)	1/20	0.10538536002592469031924338196404278278350830078125	0.177196623052439772294519571005366742610931396484375	0.1412925960525787394406194152907119132578372955322265625	0.243497444444353394743529861443676054477691650390625	-1.2032071069171302	2.707374274512375	RGS2
regulation of necroptotic process (GO:0060544)	1/17	0.09030942576176857750080984033047570846974849700927734375	0.1667926210909942141835671236549387685954570770263671875	0.1223895819268311091487788644371903501451015472412109375	0.23254020566097910460712228086777031421661376953125	-1.1238813283612654	2.702387760429019	UBB
cellular polysaccharide catabolic process (GO:0044247)	1/20	0.10538536002592469031924338196404278278350830078125	0.177196623052439772294519571005366742610931396484375	0.1412925960525787394406194152907119132578372955322265625	0.243497444444353394743529861443676054477691650390625	-1.1976091731899017	2.694778187208373	CALM1
nucleic acid phosphodiester bond hydrolysis (GO:0090305)	2/74	0.063694832013984126195538237880100496113300323486328125	0.142561027654894922900297160595073364675045013427734375	0.10447693369586837086604447222271119244396686553955078125	0.221794607845977542748272526296204887330532073974609375	-0.9771338114085366	2.6906863272618207	PCNA;UBB
negative regulation of response to endoplasmic reticulum stress (GO:1903573)	1/23	0.1202136607815929292275569650882971473038196563720703125	0.1889604595532794750756266921598580665886402130126953125	0.15979224943180525553287907314370386302471160888671875	0.255130482286075654929646816526656039059162139892578125	-1.2680146231980969	2.6862694681894372	HSPA1A
positive regulation of protein autophosphorylation (GO:0031954)	1/23	0.1202136607815929292275569650882971473038196563720703125	0.1889604595532794750756266921598580665886402130126953125	0.15979224943180525553287907314370386302471160888671875	0.255130482286075654929646816526656039059162139892578125	-1.2651508573018682	2.680202624203302	CALM1
regulation of calcium ion import (GO:0090279)	1/23	0.1202136607815929292275569650882971473038196563720703125	0.1889604595532794750756266921598580665886402130126953125	0.15979224943180525553287907314370386302471160888671875	0.255130482286075654929646816526656039059162139892578125	-1.2627041638552974	2.675019341784235	FYN
activin receptor signaling pathway (GO:0032924)	1/20	0.10538536002592469031924338196404278278350830078125	0.177196623052439772294519571005366742610931396484375	0.1412925960525787394406194152907119132578372955322265625	0.243497444444353394743529861443676054477691650390625	-1.1870489690987274	2.671016338790356	ACVR1
negative regulation of nucleic acid-templated transcription (GO:1903507)	6/445	0.037748375397962906363513724272706895135343074798583984375	0.1212659652822968003871295650242245756089687347412109375	0.10804499873472935000950911899053608067333698272705078125	0.225956539222111507658752316274330951273441314697265625	-0.8150972170275387	2.670921026627517	RING1;YWHAQ;CCDC85B;LEF1;RBPJ;MDFI
