Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
exopeptidase activity (GO:0008238)	1/46	0.2260905060914228104085310633308836258947849273681640625	0.279550330191857765438356864251545630395412445068359375	0.311000526713350489149689792611752636730670928955078125	0.390305661025254824192387559378403238952159881591796875	-1.0265019614355038	1.5262235338433774	APEH
metal ion binding (GO:0046872)	5/443	0.10054274217635815469318316672797664068639278411865234375	0.1764771208829782889182524741045199334621429443359375	0.277975295600956184838281615157029591500759124755859375	0.36151191293181350605578927570604719221591949462890625	-0.6545604253484455	1.5036381082945944	HMGCL;PLSCR1;CALM1;MAPK12;NME1
manganese ion binding (GO:0030145)	1/36	0.181705116940063582386954976755077950656414031982421875	0.2411906909615324778872746946944971568882465362548828125	0.25407371728597194504573053563944995403289794921875	0.34471623264204842573832365815178491175174713134765625	-0.8634874796043001	1.472565766140813	HMGCL
CCR chemokine receptor binding (GO:0048020)	1/39	0.195279222530085394549104194084065966308116912841796875	0.25396417023342710006517108922707848250865936279296875	0.271623439500770003096619120697141624987125396728515625	0.36072742494546705671609743149019777774810791015625	-0.8871198241478941	1.4489548397041436	CXCL13
actin filament binding (GO:0051015)	2/128	0.158811600023429588812717838663957081735134124755859375	0.2202304508612200339978670626805978827178478240966796875	0.273222508227246529965981380883022211492061614990234375	0.3609413135002046413291054705041460692882537841796875	-0.7749345426798431	1.4259079868732534	ARPC3;PPP1R9B
transcriptional repressor activity, RNA polymerase II transcription factor binding (GO:0001191)	1/48	0.23467697110898466661410566302947700023651123046875	0.284559998784324419407454342945129610598087310791015625	0.32185919853825895042831461978494189679622650146484375	0.3960130334956029063420146485441364347934722900390625	-0.9780874580670892	1.4177820792781313	HSPA1A
chemokine activity (GO:0008009)	1/47	0.2303956054971156575117419151865760795772075653076171875	0.2820941316086635897164569541928358376026153564453125	0.31645118758878876263906931853853166103363037109375	0.3932140994296335900770600346731953322887420654296875	-0.9618065657164989	1.411891088312239	CXCL13
chemokine receptor binding (GO:0042379)	1/50	0.243169018791024982295567724577267654240131378173828125	0.289267410978897021589517635220545344054698944091796875	0.332548588313297199814400073591968975961208343505859375	0.40129661378191150422622968108044005930423736572265625	-0.9518470409826048	1.3459103137306379	CXCL13
potassium channel regulator activity (GO:0015459)	1/44	0.2174085836177470920649312802197528071701526641845703125	0.270146309346804558426669018444954417645931243896484375	0.299969922252436294041189057679730467498302459716796875	0.37835402253950511930469247090513817965984344482421875	-0.8596997941219657	1.3118819597187363	YWHAE
ribosome binding (GO:0043022)	1/39	0.195279222530085394549104194084065966308116912841796875	0.25396417023342710006517108922707848250865936279296875	0.271623439500770003096619120697141624987125396728515625	0.36072742494546705671609743149019777774810791015625	-0.7870134407461569	1.285448597630757	C1QBP
RNA polymerase II transcription factor binding (GO:0001085)	2/122	0.14722608378485591007489574622013606131076812744140625	0.213605474161842945335365584469400346279144287109375	0.255668605341494881155739449241082184016704559326171875	0.345015160971587186988784878849401138722896575927734375	-0.660001663558778	1.2644218736040191	RBL2;RBPJ
RNA polymerase II distal enhancer sequence-specific DNA binding (GO:0000980)	1/53	0.25573230541313385355550735766883008182048797607421875	0.2985525984125423359927253841306082904338836669921875	0.34827096792121647883533341882866807281970977783203125	0.412339683718044025528826068693888373672962188720703125	-0.9192119327453226	1.2534595110300017	NFYA
actin binding (GO:0003779)	3/255	0.1688730908001965236309160900418646633625030517578125	0.2316237474909799143318878122954629361629486083984375	0.33228031179207062617564361062250100076198577880859375	0.40129661378191150422622968108044005930423736572265625	-0.7027399109375388	1.2498986786499384	ARPC3;PFN2;PPP1R9B
Rab guanyl-nucleotide exchange factor activity (GO:0017112)	1/52	0.251567677988142779366143031438696198165416717529296875	0.295063024182354360913649315989459864795207977294921875	0.343071306159591582485290928161703050136566162109375	0.408108520597428803267092689566197805106639862060546875	-0.8841250255230877	1.2201307544208781	YWHAE
repressing transcription factor binding (GO:0070491)	1/54	0.25987396652112548789403945193043909966945648193359375	0.301983174059270831346424301955266855657100677490234375	0.353429922487529690755536648794077336788177490234375	0.41648314809563358185329207117320038378238677978515625	-0.8864254522474899	1.194510161339854	RBPJ
phospholipid transporter activity (GO:0005548)	1/49	0.238934732537953886666315383990877307951450347900390625	0.28558389460488775579705134077812545001506805419921875	0.327224889611857083782098243318614549934864044189453125	0.398706054818330712929963510759989731013774871826171875	-0.8275969518702769	1.1847587062319804	PLSCR1
polyubiquitin modification-dependent protein binding (GO:0031593)	1/44	0.2174085836177470920649312802197528071701526641845703125	0.270146309346804558426669018444954417645931243896484375	0.299969922252436294041189057679730467498302459716796875	0.37835402253950511930469247090513817965984344482421875	-0.7383209927170173	1.1266607220911695	IKBKG
cysteine-type endopeptidase inhibitor activity (GO:0004869)	1/52	0.251567677988142779366143031438696198165416717529296875	0.295063024182354360913649315989459864795207977294921875	0.343071306159591582485290928161703050136566162109375	0.408108520597428803267092689566197805106639862060546875	-0.8107623493276178	1.1188870899292482	LEF1
RNA polymerase II activating transcription factor binding (GO:0001102)	1/48	0.23467697110898466661410566302947700023651123046875	0.284559998784324419407454342945129610598087310791015625	0.32185919853825895042831461978494189679622650146484375	0.3960130334956029063420146485441364347934722900390625	-0.7715600462753729	1.1184112398885253	RBL2
enhancer sequence-specific DNA binding (GO:0001158)	1/65	0.303951875407627636338503407387179322540760040283203125	0.346781457851429719685398822548449970781803131103515625	0.4075801881418257277545080796699039638042449951171875	0.467135284126019456607536994852125644683837890625	-0.935352299344583	1.1138978598530591	NFYA
SH3/SH2 adaptor activity (GO:0005070)	1/52	0.251567677988142779366143031438696198165416717529296875	0.295063024182354360913649315989459864795207977294921875	0.343071306159591582485290928161703050136566162109375	0.408108520597428803267092689566197805106639862060546875	-0.786239123807239	1.0850439786144088	GRB2
nuclease activity (GO:0004518)	1/60	0.284248621551446423172393451750394888222217559814453125	0.328785271932779010750635961812804453074932098388671875	0.3835462814886085869403586912085302174091339111328125	0.449860358194582976576469945939606986939907073974609375	-0.7653761039876906	0.9627711902378138	NME1
protein tyrosine phosphatase activity (GO:0004725)	1/63	0.29613591824973106714224968527560122311115264892578125	0.339406920003116396866715831492911092936992645263671875	0.398079907343507899408763250903575681149959564208984375	0.458339709831286634678093605543836019933223724365234375	-0.7596641169575729	0.9244631791315482	DUSP23
transmembrane receptor protein kinase activity (GO:0019199)	1/63	0.29613591824973106714224968527560122311115264892578125	0.339406920003116396866715831492911092936992645263671875	0.398079907343507899408763250903575681149959564208984375	0.458339709831286634678093605543836019933223724365234375	-0.7349654935133652	0.8944065166675497	ACVR1
kinase activity (GO:0016301)	3/281	0.20511219971682559393144629211747087538242340087890625	0.2626691945353225587922452177735976874828338623046875	0.38835348211014153463338516303338110446929931640625	0.453380111672769869901600259254337288439273834228515625	-0.5583238779835336	0.8844956455990891	ACVR1;CDK9;CSK
core promoter sequence-specific DNA binding (GO:0001046)	1/74	0.338072664671631828436915156999020837247371673583984375	0.372176486107805237768531014808104373514652252197265625	0.448528699053479862346449635879253037273883819580078125	0.49595023551728389943349384338944219052791595458984375	-0.7640473108551838	0.8286050470487253	NFYA
mitogen-activated protein kinase kinase binding (GO:0031434)	1/66	0.30782753840246390719670444013900123536586761474609375	0.34961408207700650496718708382104523479938507080078125	0.412274563181121489474634245198103599250316619873046875	0.47036779708391585064219952982966788113117218017578125	-0.6728898145740052	0.7928092719594299	PIN1
ubiquitin-like protein-specific protease activity (GO:0019783)	1/75	0.341760004527442762256583819180377759039402008056640625	0.3745928433903411569616537235560826957225799560546875	0.452902022660287340016793677932582795619964599609375	0.498589507402333875774047555751167237758636474609375	-0.7364920995278599	0.790732186590763	TAF10
transition metal ion binding (GO:0046914)	4/400	0.1825746266242675996949174077599309384822845458984375	0.2411906909615324778872746946944971568882465362548828125	0.394542999431113650121716318608378060162067413330078125	0.458339709831286634678093605543836019933223724365234375	-0.45061892684374794	0.766320869125344	HMGCL;RASSF1;RNF11;RNF4
histone methyltransferase activity (GO:0042054)	1/49	0.238934732537953886666315383990877307951450347900390625	0.28558389460488775579705134077812545001506805419921875	0.327224889611857083782098243318614549934864044189453125	0.398706054818330712929963510759989731013774871826171875	-0.5035163972704413	0.7208163757111353	PRMT1
methyltransferase activity (GO:0008168)	1/68	0.3155148211649956291324770063511095941066741943359375	0.355131031894232729317906205324106849730014801025390625	0.4215532195059414899418470668024383485317230224609375	0.47877763844339960019880209074472077190876007080078125	-0.6242617372217035	0.7201168905973041	PRMT1
cytokine receptor activity (GO:0004896)	1/74	0.338072664671631828436915156999020837247371673583984375	0.372176486107805237768531014808104373514652252197265625	0.448528699053479862346449635879253037273883819580078125	0.49595023551728389943349384338944219052791595458984375	-0.6596063538141446	0.7153394116708043	EBI3
RNA polymerase II transcription cofactor activity (GO:0001104)	1/85	0.377531962209731342117180474815540947020053863525390625	0.410218712184599876291457576371612958610057830810546875	0.494791803289802711862677142562461085617542266845703125	0.53763092045775096039506024681031703948974609375	-0.7124236901742125	0.6939719492077224	HSPA1A
ligand-gated ion channel activity (GO:0015276)	1/69	0.319326674204500393638994637512951157987117767333984375	0.3562266454459093178996909045963548123836517333984375	0.42613806900096828922386293925228528678417205810546875	0.47964419425669524432720436379895545542240142822265625	-0.5979451515027785	0.6825786927961501	CALM1
motor activity (GO:0003774)	1/86	0.38100140493699929944426685324287973344326019287109375	0.412204106203391484886111584273749031126499176025390625	0.4988020916565976126122450295952148735523223876953125	0.53965226295606039119689967265003360807895660400390625	-0.6949978456426558	0.6706397115207725	PIN1
zinc ion binding (GO:0008270)	3/303	0.2370463032291789395866743461738224141299724578857421875	0.28558389460488775579705134077812545001506805419921875	0.43497499628730962317746389089734293520450592041015625	0.487405018161226444295408555262838490307331085205078125	-0.44584647033854136	0.6417958980413735	RASSF1;RNF11;RNF4
activating transcription factor binding (GO:0033613)	1/69	0.319326674204500393638994637512951157987117767333984375	0.3562266454459093178996909045963548123836517333984375	0.42613806900096828922386293925228528678417205810546875	0.47964419425669524432720436379895545542240142822265625	-0.5383688722051126	0.6145699486120774	RBL2
protein phosphatase binding (GO:0019903)	1/93	0.404756737423217549665110936985001899302005767822265625	0.43262932598769554548567839447059668600559234619140625	0.52600605800115618482237778152921237051486968994140625	0.56422017332602647510242377393296919763088226318359375	-0.6360291817330764	0.5752687038433009	PPP1R9B
heme binding (GO:0020037)	1/73	0.334364856116461661716954267831170000135898590087890625	0.371352118961202959379619414903572760522365570068359375	0.444120803724144419533104155561886727809906005859375	0.4954414299322678072456938025425188243389129638671875	-0.5177647597704325	0.567222943331445	CYCS
cysteine-type endopeptidase activity (GO:0004197)	1/82	0.3670075903140592732398772568558342754840850830078125	0.4005169789949081238233929980196990072727203369140625	0.48256954786437733506687663975753821432590484619140625	0.52892994110898994275515860863379202783107757568359375	-0.5166929898940064	0.5179189727139231	CAPNS1
transcription corepressor activity (GO:0003714)	2/204	0.31311114749825230685331689528538845479488372802734375	0.354013054153429373993589024394168518483638763427734375	0.485045750144023346539512431263574399054050445556640625	0.5293325360267384649404220908763818442821502685546875	-0.4407306178771093	0.5117750922870418	C1QBP;HSPA1A
integrin binding (GO:0005178)	1/95	0.411376463738379161139135931080090813338756561279296875	0.435677183115329824669714753326843492686748504638671875	0.5335067567702562740805660723708570003509521484375	0.56741608453107772458423596617649309337139129638671875	-0.5688055100140701	0.5052395111661111	IGF1
thiol-dependent ubiquitinyl hydrolase activity (GO:0036459)	1/93	0.404756737423217549665110936985001899302005767822265625	0.43262932598769554548567839447059668600559234619140625	0.52600605800115618482237778152921237051486968994140625	0.56422017332602647510242377393296919763088226318359375	-0.5176171666252227	0.4681687021343292	TAF10
phosphatase binding (GO:0019902)	1/103	0.437133672139076612239705355023033916950225830078125	0.457168965445450936613269732333719730377197265625	0.5623534845562261352824862115085124969482421875	0.593070271527784687037865296588279306888580322265625	-0.5369981189640111	0.44437466684738225	SLC9A3R2
transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0001078)	1/98	0.4211694982205422821408546951715834438800811767578125	0.442316083905255730268635261381859891116619110107421875	0.5445382291793510187716265136259607970714569091796875	0.57670504440513548072289040646865032613277435302734375	-0.46685263199086235	0.4036967695248327	RBL2
phosphotransferase activity, alcohol group as acceptor (GO:0016773)	2/255	0.41472296714702527875573423443711362779140472412109375	0.437375902327324983520639989365008659660816192626953125	0.60483199892308447953581662659416906535625457763671875	0.63255346554039248996303967942367307841777801513671875	-0.39843294465993906	0.3506785770950623	ACVR1;CDK9
ion channel activity (GO:0005216)	1/94	0.40807577103282322017463457086705602705478668212890625	0.434012790378129731383438638658844865858554840087890625	0.5297711984185635714084128267131745815277099609375	0.56584072682152963817969748561154119670391082763671875	-0.3381468182980082	0.3030818076687449	CALM1
protease binding (GO:0002020)	1/119	0.485343995828038943241011793361394666135311126708984375	0.50132239898287156432132860572892241179943084716796875	0.614857624940417846204354646033607423305511474609375	0.640370389460767075462399589014239609241485595703125	-0.4134887532742643	0.29890993214623396	BCL2
serine-type endopeptidase activity (GO:0004252)	1/197	0.66773362013807158188427592904190532863140106201171875	0.67309694238817652234274646616540849208831787109375	0.79397194871053400344607098304550163447856903076171875	0.80034923343913266791105343145318329334259033203125	-0.515181080700632	0.20806410030120792	APEH
endopeptidase activity (GO:0004175)	2/355	0.58900330960217939235690209898166358470916748046875	0.60547421144482160837441142575698904693126678466796875	0.77706385017299639539345434968709014356136322021484375	0.78964788013531206356532265999703668057918548583984375	-0.3115196839041136	0.1648946820285247	CAPNS1;APEH
microtubule binding (GO:0008017)	1/196	0.66586079386149832348706922857672907412052154541015625	0.67309694238817652234274646616540849208831787109375	0.79230718642047859301413836874417029321193695068359375	0.80034923343913266791105343145318329334259033203125	-0.38335068381535997	0.15589900459862716	MAP1LC3B
transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding (GO:0001227)	1/160	0.591000724318650583199996617622673511505126953125	0.60547421144482160837441142575698904693126678466796875	0.7226423267767987379528449309873394668102264404296875	0.7433738689384281617122951502096839249134063720703125	-0.29497280786644375	0.15513741924130137	RBL2
tubulin binding (GO:0015631)	1/256	0.76163306802988361976503028927254490554332733154296875	0.76163306802988361976503028927254490554332733154296875	0.87201309290497064363734125436167232692241668701171875	0.87201309290497064363734125436167232692241668701171875	-0.3614420441425348	0.0984171905682857	MAP1LC3B
serine-type peptidase activity (GO:0008236)	1/221	0.70968838962525182534335499440203420817852020263671875	0.71252714318375287572138176983571611344814300537109375	0.8301948983329088260774142327136360108852386474609375	0.83351567792624037256388191963196732103824615478515625	-0.25525680367132086	0.08753503525167036	APEH
Ras GTPase binding (GO:0017016)	1/185	0.64455641058204038440493377493112348020076751708984375	0.65701794600690155423450278249219991266727447509765625	0.7730932861740225092717082588933408260345458984375	0.78964788013531206356532265999703668057918548583984375	-0.17584534025564214	0.07723003097278522	LSM2
peptidase activity, acting on L-amino acid peptides (GO:0070011)	1/186	0.646547540492847350179772547562606632709503173828125	0.65701794600690155423450278249219991266727447509765625	0.7749102970091570341537590138614177703857421875	0.78964788013531206356532265999703668057918548583984375	-0.11697879427695922	0.051015452153469226	CAPNS1
GTPase activator activity (GO:0005096)	2/250	0.405051360984495845141140080158947966992855072021484375	0.43262932598769554548567839447059668600559234619140625	0.594057003601140554138737570610828697681427001953125	0.6238841334890639078736285227932967245578765869140625	-0.055553982538415675	0.05020643410320337	RGS2;RGS19
calcium ion binding (GO:0005509)	2/285	0.471028901265505395290489332182914949953556060791015625	0.488546505031577871225323406179086305201053619384765625	0.66500432559190436609952712387894280254840850830078125	0.68689747211344853727865711334743537008762359619140625	-0.037594684223719935	0.028302625126350758	PLSCR1;CALM1
GTPase regulator activity (GO:0030695)	2/276	0.454464845361355174180317817445029504597187042236328125	0.473322307824481980365050048931152559816837310791015625	0.647753858487846390090680870343931019306182861328125	0.6718438780183861869232941899099387228488922119140625	-0.027017332381299726	0.021306806257598943	RGS2;RGS19
